index,original,date,input,output
751,8178,2012,<extra_id_0> is the head of the government of Norway.,<extra_id_0> Jens Stoltenberg <extra_id_1>
752,8197,2012,<extra_id_0> is the head of the government of Moscow.,<extra_id_0> Sergey Sobyanin <extra_id_1>
753,8208,2012,<extra_id_0> is the head of the government of Texas.,<extra_id_0> Rick Perry <extra_id_1>
754,8219,2012,<extra_id_0> is the head of the government of Rome.,<extra_id_0> Gianni Alemanno <extra_id_1>
755,8230,2012,<extra_id_0> is the head of the government of Baltimore.,<extra_id_0> Stephanie Rawlings-Blake <extra_id_1>
756,8240,2012,<extra_id_0> is the head of the government of Catalonia.,<extra_id_0> Artur Mas <extra_id_1>
757,8266,2012,<extra_id_0> is the head of the government of Erlangen.,<extra_id_0> Siegfried Balleis <extra_id_1>
758,8277,2012,<extra_id_0> is the head of the government of Pittsburgh.,<extra_id_0> Luke Ravenstahl <extra_id_1>
759,8295,2012,<extra_id_0> is the head of the government of British Columbia.,<extra_id_0> Christy Clark <extra_id_1>
760,8306,2012,<extra_id_0> is the head of the government of Budapest.,<extra_id_0> István Tarlós <extra_id_1>
761,8316,2012,<extra_id_0> is the head of the government of Florida.,<extra_id_0> Rick Scott <extra_id_1>
762,8327,2012,<extra_id_0> is the head of the government of Phoenix.,<extra_id_0> Phil Gordon <extra_id_1>
763,8332,2012,<extra_id_0> is the head of the government of Stuttgart.,<extra_id_0> Wolfgang Schuster <extra_id_1>
764,8343,2012,<extra_id_0> is the head of the government of San Francisco.,<extra_id_0> Ed Lee <extra_id_1>
765,8354,2012,<extra_id_0> is the head of the government of Istanbul.,<extra_id_0> Kadir Topbaş <extra_id_1>
766,8365,2012,<extra_id_0> is the head of the government of Manila.,<extra_id_0> Alfredo Lim <extra_id_1>
767,8376,2012,<extra_id_0> is the head of the government of Memphis.,<extra_id_0> A C Wharton <extra_id_1>
768,8399,2012,<extra_id_0> is the head of the government of Austria.,<extra_id_0> Werner Faymann <extra_id_1>
769,8410,2012,<extra_id_0> is the head of the government of St. Louis.,<extra_id_0> Francis G. Slay <extra_id_1>
770,8421,2012,<extra_id_0> is the head of the government of Hawaii.,<extra_id_0> Neil Abercrombie <extra_id_1>
771,8431,2012,<extra_id_0> is the head of the government of Connecticut.,<extra_id_0> Dannel Malloy <extra_id_1>
772,8447,2012,<extra_id_0> is the head of the government of Milan.,<extra_id_0> Giuliano Pisapia <extra_id_1>
773,8458,2012,<extra_id_0> is the head of the government of Athens.,<extra_id_0> Georgios Kaminis <extra_id_1>
774,8476,2012,<extra_id_0> is the head of the government of Montreal.,<extra_id_0> Michael Applebaum <extra_id_1>
775,8487,2012,<extra_id_0> is the head of the government of Sarawak.,<extra_id_0> Abdul Taib Mahmud <extra_id_1>
776,8505,2012,<extra_id_0> is the head of the government of Tunisia.,<extra_id_0> Hamadi Jebali <extra_id_1>
777,8523,2012,<extra_id_0> is the head of the government of Dresden.,<extra_id_0> Helma Orosz <extra_id_1>
778,8533,2012,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Antoni Martí <extra_id_1>
779,8544,2012,<extra_id_0> is the head of the government of Czech Republic.,<extra_id_0> Petr Nečas <extra_id_1>
780,8555,2012,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
781,8566,2012,<extra_id_0> is the head of the government of Tainan.,<extra_id_0> Lai Ching-te <extra_id_1>
782,8577,2012,<extra_id_0> is the head of the government of Hoboken.,<extra_id_0> Dawn Zimmer <extra_id_1>
783,8592,2012,<extra_id_0> is the head of the government of Prince Edward Island.,<extra_id_0> Robert Ghiz <extra_id_1>
784,8603,2012,<extra_id_0> is the head of the government of Marseille.,<extra_id_0> Jean-Claude Gaudin <extra_id_1>
785,8614,2012,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Philémon Yang <extra_id_1>
786,8625,2012,<extra_id_0> is the head of the government of Bremen.,<extra_id_0> Jens Böhrnsen <extra_id_1>
787,8636,2012,<extra_id_0> is the head of the government of Manitoba.,<extra_id_0> Greg Selinger <extra_id_1>
788,8647,2012,<extra_id_0> is the head of the government of Ithaca.,<extra_id_0> Svante Myrick <extra_id_1>
789,8661,2012,<extra_id_0> is the head of the government of Transnistria.,<extra_id_0> Pyotr Stepanov <extra_id_1>
790,8679,2012,<extra_id_0> is the head of the government of Portland.,<extra_id_0> Michael F. Brennan <extra_id_1>
791,8690,2012,<extra_id_0> is the head of the government of Community of Valencia.,<extra_id_0> Alberto Fabra <extra_id_1>
792,8701,2012,<extra_id_0> is the head of the government of The Hague.,<extra_id_0> Jozias van Aartsen <extra_id_1>
793,8712,2012,<extra_id_0> is the head of the government of Batangas.,<extra_id_0> Vilma Santos <extra_id_1>
794,8729,2012,<extra_id_0> is the head of the government of Campania.,<extra_id_0> Stefano Caldoro <extra_id_1>
795,8745,2012,<extra_id_0> is the head of the government of Navarre.,<extra_id_0> Yolanda Barcina <extra_id_1>
796,8762,2012,<extra_id_0> is the head of the government of Okinawa Prefecture.,<extra_id_0> Hirokazu Nakaima <extra_id_1>
797,8773,2012,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Li Wo-shi <extra_id_1>
798,8784,2012,<extra_id_0> is the head of the government of Dordrecht.,<extra_id_0> Arno Brok <extra_id_1>
799,8791,2012,<extra_id_0> is the head of the government of British Virgin Islands.,<extra_id_0> Orlando Smith <extra_id_1>
800,8802,2012,<extra_id_0> is the head of the government of Guadeloupe.,<extra_id_0> Victorin Lurel <extra_id_1>
801,8816,2012,<extra_id_0> is the head of the government of Chișinău.,<extra_id_0> Dorin Chirtoacă <extra_id_1>
802,8827,2012,<extra_id_0> is the head of the government of Emilia-Romagna.,<extra_id_0> Vasco Errani <extra_id_1>
803,8838,2012,<extra_id_0> is the head of the government of Western Cape.,<extra_id_0> Helen Zille <extra_id_1>
804,8849,2012,<extra_id_0> is the head of the government of Molenbeek-Saint-Jean.,<extra_id_0> Philippe Moureaux <extra_id_1>
805,8858,2012,<extra_id_0> is the head of the government of Saarbrücken.,<extra_id_0> Charlotte Britz <extra_id_1>
806,8869,2012,<extra_id_0> is the head of the government of Baden-Württemberg.,<extra_id_0> Winfried Kretschmann <extra_id_1>
807,8880,2012,<extra_id_0> is the head of the government of Niigata Prefecture.,<extra_id_0> Hirohiko Izumida <extra_id_1>
808,8891,2012,<extra_id_0> is the head of the government of Saarland.,<extra_id_0> Annegret Kramp-Karrenbauer <extra_id_1>
809,8902,2012,<extra_id_0> is the head of the government of Province of Buenos Aires.,<extra_id_0> Daniel Scioli <extra_id_1>
810,8913,2012,<extra_id_0> is the head of the government of Brandenburg.,<extra_id_0> Matthias Platzeck <extra_id_1>
811,8924,2012,<extra_id_0> is the head of the government of Varese.,<extra_id_0> Attilio Fontana <extra_id_1>
812,8941,2012,<extra_id_0> is the head of the government of Pescara.,<extra_id_0> Luigi Albore Mascia <extra_id_1>
813,8952,2012,<extra_id_0> is the head of the government of Saratov Oblast.,<extra_id_0> Valery Radayev <extra_id_1>
814,8963,2012,<extra_id_0> is the head of the government of Maori Party.,<extra_id_0> Tariana Turia <extra_id_1>
815,8973,2012,<extra_id_0> is the head of the government of Piedmont.,<extra_id_0> Roberto Cota <extra_id_1>
816,8984,2012,<extra_id_0> is the head of the government of Kyōto Prefecture.,<extra_id_0> Keiji Yamada <extra_id_1>
817,8995,2012,<extra_id_0> is the head of the government of Sahrawi Arab Democratic Republic.,<extra_id_0> Abdelkader Taleb Omar <extra_id_1>
818,9006,2012,<extra_id_0> is the head of the government of Chaco Province.,<extra_id_0> Jorge Capitanich <extra_id_1>
819,9017,2012,<extra_id_0> is the head of the government of Le Mans.,<extra_id_0> Jean-Claude Boulard <extra_id_1>
820,9028,2012,<extra_id_0> is the head of the government of Plzeň Region.,<extra_id_0> Milan Chovanec <extra_id_1>
821,9033,2012,<extra_id_0> is the head of the government of Changhua County.,<extra_id_0> Cho Po-yuan <extra_id_1>
822,9044,2012,<extra_id_0> is the head of the government of Limpopo.,<extra_id_0> Cassel Mathale <extra_id_1>
823,9055,2012,<extra_id_0> is the head of the government of Amsterdam.,<extra_id_0> Eberhard van der Laan <extra_id_1>
824,9066,2012,<extra_id_0> is the head of the government of Ilocos Norte.,<extra_id_0> Imee Marcos <extra_id_1>
825,9075,2012,<extra_id_0> is the head of the government of Skåne County.,<extra_id_0> Margareta Pålsson <extra_id_1>
826,9086,2012,<extra_id_0> is the head of the government of Stord.,<extra_id_0> Liv Kari Eskeland <extra_id_1>
827,9094,2012,<extra_id_0> is the head of the government of Hsinchu County.,<extra_id_0> Chiu Ching-chun <extra_id_1>
828,9105,2012,<extra_id_0> is the head of the government of Vesthimmerland Municipality.,<extra_id_0> Knud Kristensen <extra_id_1>
829,9116,2012,<extra_id_0> is the head of the government of Budapest District IV.,<extra_id_0> Zsolt Wintermantel <extra_id_1>
830,9127,2012,<extra_id_0> is the head of the government of Municipality of Thessaloniki.,<extra_id_0> Yannis Boutaris <extra_id_1>
831,9146,2012,<extra_id_0> is the head of the government of Budapest District I.,<extra_id_0> Gábor Tamás Nagy <extra_id_1>
832,9157,2012,<extra_id_0> is the head of the government of Urban Community of Nantes Métropole.,<extra_id_0> Jean-Marc Ayrault <extra_id_1>
833,9167,2012,<extra_id_0> is the head of the government of Sector 5.,<extra_id_0> Marian Vanghelie <extra_id_1>
834,9178,2012,<extra_id_0> is the head coach of Philadelphia Eagles.,<extra_id_0> Andy Reid <extra_id_1>
835,9194,2012,<extra_id_0> is the head coach of Los Angeles Rams.,<extra_id_0> Jeff Fisher <extra_id_1>
836,9210,2012,<extra_id_0> is the head coach of Ineos Grenadier.,<extra_id_0> Servais Knaven <extra_id_1>
837,9221,2012,<extra_id_0> is the head coach of FC Barcelona.,<extra_id_0> Pep Guardiola <extra_id_1>
838,9243,2012,<extra_id_0> is the head coach of FK Budućnost Podgorica.,<extra_id_0> Radislav Dragićević <extra_id_1>
839,9256,2012,<extra_id_0> is the head coach of Aston Villa F.C..,<extra_id_0> Alex McLeish <extra_id_1>
840,9273,2012,<extra_id_0> is the head coach of SC Oțelul Galați.,<extra_id_0> Stelian Bordeianu <extra_id_1>
841,9295,2012,<extra_id_0> is the head coach of New York Liberty.,<extra_id_0> John Whisenant <extra_id_1>
842,9305,2012,<extra_id_0> is the head coach of Paris Saint-Germain.,<extra_id_0> Carlo Ancelotti <extra_id_1>
843,9316,2012,<extra_id_0> is the head coach of FC Petrolul Ploiești.,<extra_id_0> Cosmin Contra <extra_id_1>
844,9325,2012,<extra_id_0> is the head coach of FC Steaua București.,<extra_id_0> Laurențiu Reghecampf <extra_id_1>
845,9336,2012,<extra_id_0> is the head coach of Louisville Cardinals men's basketball.,<extra_id_0> Rick Pitino <extra_id_1>
846,9349,2012,<extra_id_0> is the head coach of Philadelphia Union.,<extra_id_0> Piotr Nowak <extra_id_1>
847,9366,2012,<extra_id_0> is the head coach of Molde FK.,<extra_id_0> Ole Gunnar Solskjær <extra_id_1>
848,9377,2012,<extra_id_0> is the head coach of Galatasaray S.K..,<extra_id_0> Fatih Terim <extra_id_1>
849,9394,2012,<extra_id_0> is the head coach of Motherwell F.C..,<extra_id_0> Stuart McCall <extra_id_1>
850,9406,2012,<extra_id_0> is the head coach of AFC Bournemouth.,<extra_id_0> Eddie Howe <extra_id_1>
851,9421,2012,<extra_id_0> is the head coach of Hammarby Fotboll.,<extra_id_0> Gregg Berhalter <extra_id_1>
852,9463,2012,<extra_id_0> is the head coach of Greenock Morton F.C..,<extra_id_0> Allan Moore <extra_id_1>
853,9478,2012,<extra_id_0> is the head coach of FC Prishtina.,<extra_id_0> Afrim Tovërlani <extra_id_1>
854,9489,2012,<extra_id_0> is the head coach of Penn FC.,<extra_id_0> Bill Becher <extra_id_1>
855,9523,2012,<extra_id_0> is the head coach of Gap Connah's Quay F.C..,<extra_id_0> Mark McGregor <extra_id_1>
856,9545,2012,<extra_id_0> is the head coach of FC Academica Clinceni.,<extra_id_0> Valentin Bădoi <extra_id_1>
857,9553,2012,<extra_id_0> is the head coach of Atalanta B.C..,<extra_id_0> Stefano Colantuono <extra_id_1>
858,9564,2012,<extra_id_0> is the head coach of FCU Craiova 1948.,<extra_id_0> Nicolò Napoli <extra_id_1>
859,9575,2012,<extra_id_0> is the head coach of RCD Espanyol de Barcelona.,<extra_id_0> Mauricio Pochettino <extra_id_1>
860,9589,2012,<extra_id_0> is the head coach of PFC CSKA Moscow.,<extra_id_0> Leonid Slutsky <extra_id_1>
861,9603,2012,<extra_id_0> is the head coach of NK Osijek.,<extra_id_0> Stanko Mršić <extra_id_1>
862,9609,2012,<extra_id_0> is the head coach of B36 Tórshavn.,<extra_id_0> Mikkjal Thomassen <extra_id_1>
863,9616,2012,<extra_id_0> is the head coach of KV Mechelen.,<extra_id_0> Harm van Veldhoven <extra_id_1>
864,9637,2012,<extra_id_0> is the head coach of Śląsk Wrocław.,<extra_id_0> Stanislav Levý <extra_id_1>
865,9661,2012,<extra_id_0> is the head coach of Cowdenbeath F.C..,<extra_id_0> Colin Cameron <extra_id_1>
866,9667,2012,<extra_id_0> is the head coach of FC Rostov.,<extra_id_0> Miodrag Božović <extra_id_1>
867,9674,2012,<extra_id_0> is the head coach of EF Pro Cycling.,<extra_id_0> Charles Wegelius <extra_id_1>
868,9693,2012,<extra_id_0> is the head coach of Deceuninck-Quick-Step.,<extra_id_0> Brian Holm <extra_id_1>
869,9703,2012,<extra_id_0> is the head coach of L.A.S.K. Linz.,<extra_id_0> Walter Schachner <extra_id_1>
870,9711,2012,<extra_id_0> is the head coach of Östersunds FK.,<extra_id_0> Graham Potter <extra_id_1>
871,9733,2012,<extra_id_0> is the head coach of SV Waldhof Mannheim.,<extra_id_0> Reiner Hollich <extra_id_1>
872,9744,2012,<extra_id_0> is the head coach of Belarus national football team.,<extra_id_0> Georgi Kondratiev <extra_id_1>
873,9772,2012,<extra_id_0> is the head coach of Novo Nordisk.,<extra_id_0> Massimo Podenzana <extra_id_1>
874,9781,2012,<extra_id_0> is the head coach of Alpecin-Fenix.,<extra_id_0> Dirk Baert <extra_id_1>
875,9801,2012,<extra_id_0> is the head coach of FC Aarau.,<extra_id_0> René Weiler <extra_id_1>
876,9834,2012,<extra_id_0> is the head coach of FC Slutsk.,<extra_id_0> Yuriy Krot <extra_id_1>
877,9849,2012,<extra_id_0> is the head coach of Gimnàstic de Tarragona.,<extra_id_0> Kiko Ramírez <extra_id_1>
878,9875,2012,<extra_id_0> is the head coach of Wolfsberger AC.,<extra_id_0> Nenad Bjelica <extra_id_1>
879,9888,2012,<extra_id_0> is the head coach of Clube Desportivo das Aves.,<extra_id_0> Paulo Fonseca <extra_id_1>
880,9892,2012,<extra_id_0> is the head coach of SV Wacker Burghausen.,<extra_id_0> Reinhard Stumpf <extra_id_1>
881,9903,2012,<extra_id_0> is the head coach of Florida Gators women's basketball.,<extra_id_0> Amanda Butler <extra_id_1>
882,9919,2012,<extra_id_0> is the head coach of FC Viitorul Constanța.,<extra_id_0> Gheorghe Hagi <extra_id_1>
883,9944,2012,<extra_id_0> is the head coach of FC Neman Grodno.,<extra_id_0> Sergey Solodovnikov <extra_id_1>
884,9954,2012,<extra_id_0> is the head coach of CF Fuenlabrada.,<extra_id_0> José María Salmerón <extra_id_1>
885,9963,2012,<extra_id_0> is the head coach of FC Mordovia Saransk.,<extra_id_0> Dorinel Munteanu <extra_id_1>
886,9968,2012,<extra_id_0> is the head coach of FC Slavia-Mozyr.,<extra_id_0> Yuriy Maleyev <extra_id_1>
887,9997,2012,<extra_id_0> is the head coach of Royal Excel Mouscron.,<extra_id_0> Arnaud Dos Santos <extra_id_1>
888,10031,2012,<extra_id_0> is the head coach of WB Veranclassic Aqua Protect.,<extra_id_0> Michel Dernies <extra_id_1>
889,10044,2012,<extra_id_0> is the head coach of FC Smolevichi.,<extra_id_0> Yuri Puntus <extra_id_1>
890,10053,2012,<extra_id_0> is the head coach of FC Naftan Novopolotsk.,<extra_id_0> Igor Kovalevich <extra_id_1>
891,10085,2012,Google is owned by <extra_id_0>.,<extra_id_0> Eric Schmidt <extra_id_1>
892,10093,2012,Charlotte Hornets is owned by <extra_id_0>.,<extra_id_0> Michael Jordan <extra_id_1>
893,10104,2012,Nordland Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
894,10115,2012,Phase 10 is owned by <extra_id_0>.,<extra_id_0> Mattel <extra_id_1>
895,10126,2012,Flåm Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
896,10137,2012,Bergen Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
897,10148,2012,VK is owned by <extra_id_0>.,<extra_id_0> Yitzchak Mirilashvili <extra_id_1>
898,10153,2012,Rover is owned by <extra_id_0>.,<extra_id_0> Land Rover Ltd. <extra_id_1>
899,10164,2012,Wind River Systems is owned by <extra_id_0>.,<extra_id_0> Intel <extra_id_1>
900,10175,2012,Stratolaunch Systems is owned by <extra_id_0>.,<extra_id_0> Vulcan Inc. <extra_id_1>
901,10186,2012,Rauma Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
902,10197,2012,Yokohama DeNA BayStars is owned by <extra_id_0>.,<extra_id_0> DeNA <extra_id_1>
903,10208,2012,Rosewood Hotel Group is owned by <extra_id_0>.,<extra_id_0> New World China Land <extra_id_1>
904,10219,2012,Lanai is owned by <extra_id_0>.,<extra_id_0> Larry Ellison <extra_id_1>
905,10230,2012,Eurosport is owned by <extra_id_0>.,<extra_id_0> Discovery Inc. <extra_id_1>
906,10241,2012,Havas is owned by <extra_id_0>.,<extra_id_0> Bolloré <extra_id_1>
907,10261,2012,Rizzoli Libri is owned by <extra_id_0>.,<extra_id_0> RCS MediaGroup <extra_id_1>
908,10272,2012,SourceForge is owned by <extra_id_0>.,<extra_id_0> Dice.com <extra_id_1>
909,10287,2012,Tanimachi Line is owned by <extra_id_0>.,<extra_id_0> Osaka Municipal Transportation Bureau <extra_id_1>
910,10298,2012,Ruptly is owned by <extra_id_0>.,<extra_id_0> RT <extra_id_1>
911,10307,2012,Stade Pierre-Mauroy is owned by <extra_id_0>.,<extra_id_0> Eiffage <extra_id_1>
912,10318,2012,The Free Lance–Star is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
913,10329,2012,Place Ville Marie is owned by <extra_id_0>.,<extra_id_0> Ivanhoe Cambridge <extra_id_1>
914,10341,2012,Duracell is owned by <extra_id_0>.,<extra_id_0> Procter & Gamble <extra_id_1>
915,10352,2012,Westfield Wheaton is owned by <extra_id_0>.,<extra_id_0> Westfield Group <extra_id_1>
916,10363,2012,Hero is owned by <extra_id_0>.,<extra_id_0> Creative Programs <extra_id_1>
917,10374,2012,Thawte Consulting is owned by <extra_id_0>.,<extra_id_0> NortonLifeLock <extra_id_1>
918,10385,2012,Viasat is owned by <extra_id_0>.,<extra_id_0> Modern Times Group <extra_id_1>
919,10396,2012,Dovre Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
920,10407,2012,Fox Entertainment Group is owned by <extra_id_0>.,<extra_id_0> News Corporation <extra_id_1>
921,10418,2012,RV Melville is owned by <extra_id_0>.,<extra_id_0> United States Navy <extra_id_1>
922,10429,2012,Stadio Friuli is owned by <extra_id_0>.,<extra_id_0> Udine <extra_id_1>
923,10439,2012,Nordic Regional Airlines is owned by <extra_id_0>.,<extra_id_0> Flybe <extra_id_1>
924,10450,2012,TechCrunch is owned by <extra_id_0>.,<extra_id_0> AOL <extra_id_1>
925,10461,2012,Boy and Dog in a Johnnypump is owned by <extra_id_0>.,<extra_id_0> Peter M. Brant <extra_id_1>
926,10472,2012,Têtu is owned by <extra_id_0>.,<extra_id_0> Pierre Bergé <extra_id_1>
927,10478,2012,Hilton Athens is owned by <extra_id_0>.,<extra_id_0> Alpha Bank <extra_id_1>
928,10489,2012,BlaBlaBus is owned by <extra_id_0>.,<extra_id_0> SNCF <extra_id_1>
929,10500,2012,Rauma shipyard is owned by <extra_id_0>.,<extra_id_0> STX Finland Oy <extra_id_1>
930,10511,2012,PanAmericano is owned by <extra_id_0>.,<extra_id_0> BTG Pactual <extra_id_1>
931,10522,2012,Hamburger Abendblatt is owned by <extra_id_0>.,<extra_id_0> Axel Springer SE <extra_id_1>
932,10533,2012,Rabbit is owned by <extra_id_0>.,<extra_id_0> S. I. Newhouse <extra_id_1>
933,10544,2012,Mountain Studios is owned by <extra_id_0>.,<extra_id_0> David Richards <extra_id_1>
934,10555,2012,Wells Fargo Center is owned by <extra_id_0>.,<extra_id_0> Beacon Capital Partners <extra_id_1>
935,10566,2012,Eastern Acoustic Works is owned by <extra_id_0>.,<extra_id_0> LOUD Technologies <extra_id_1>
936,10585,2012,Match! Game is owned by <extra_id_0>.,<extra_id_0> All-Russia State Television and Radio Broadcasting Company <extra_id_1>
937,10596,2012,Angaston Power Station is owned by <extra_id_0>.,<extra_id_0> Infratil <extra_id_1>
938,10607,2012,Portrait of Professor Benjamin H. Rand is owned by <extra_id_0>.,<extra_id_0> Crystal Bridges Museum of American Art <extra_id_1>
939,10618,2012,Linha do Sul is owned by <extra_id_0>.,<extra_id_0> REFER <extra_id_1>
940,10629,2012,Linha do Oeste is owned by <extra_id_0>.,<extra_id_0> REFER <extra_id_1>
941,10640,2012,Dothan Eagle is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
942,10651,2012,Leixões railway line is owned by <extra_id_0>.,<extra_id_0> REFER <extra_id_1>
943,10662,2012,Danville Register & Bee is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
944,10673,2012,Ramal de Braga is owned by <extra_id_0>.,<extra_id_0> REFER <extra_id_1>
945,10684,2012,Kevitsa mine is owned by <extra_id_0>.,<extra_id_0> First Quantum Minerals <extra_id_1>
