index,original,date,input,output
752,8454,2019,<extra_id_0> is the head of the government of Milan.,<extra_id_0> Giuseppe Sala <extra_id_1>
753,8465,2019,<extra_id_0> is the head of the government of Athens.,<extra_id_0> Georgios Kaminis <extra_id_1>
754,8472,2019,<extra_id_0> is the head of the government of Mumbai.,<extra_id_0> Kishori Pednekar <extra_id_1>
755,8483,2019,<extra_id_0> is the head of the government of Montreal.,<extra_id_0> Valérie Plante <extra_id_1>
756,8494,2019,<extra_id_0> is the head of the government of Sarawak.,<extra_id_0> Abang Abdul Rahman Johari Abang Openg <extra_id_1>
757,8498,2019,<extra_id_0> is the head of the government of Jakarta.,<extra_id_0> Anies Baswedan <extra_id_1>
758,8512,2019,<extra_id_0> is the head of the government of Tunisia.,<extra_id_0> Youssef Chahed <extra_id_1>
759,8519,2019,<extra_id_0> is the head of the government of Flanders.,<extra_id_0> Geert Bourgeois <extra_id_1>
760,8530,2019,<extra_id_0> is the head of the government of Dresden.,<extra_id_0> Dirk Hilbert <extra_id_1>
761,8540,2019,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Xavier Espot Zamora <extra_id_1>
762,8551,2019,<extra_id_0> is the head of the government of Czech Republic.,<extra_id_0> Andrej Babiš <extra_id_1>
763,8562,2019,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
764,8573,2019,<extra_id_0> is the head of the government of Tainan.,<extra_id_0> Huang Wei-cher <extra_id_1>
765,8584,2019,<extra_id_0> is the head of the government of Hoboken.,<extra_id_0> Ravinder Bhalla <extra_id_1>
766,8588,2019,<extra_id_0> is the head of the government of Ivory Coast.,<extra_id_0> Amadou Gon Coulibaly <extra_id_1>
767,8599,2019,<extra_id_0> is the head of the government of Prince Edward Island.,<extra_id_0> Wade MacLauchlan <extra_id_1>
768,8610,2019,<extra_id_0> is the head of the government of Marseille.,<extra_id_0> Jean-Claude Gaudin <extra_id_1>
769,8621,2019,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Philémon Yang <extra_id_1>
770,8632,2019,<extra_id_0> is the head of the government of Bremen.,<extra_id_0> Andreas Bovenschulte <extra_id_1>
771,8643,2019,<extra_id_0> is the head of the government of Manitoba.,<extra_id_0> Brian Pallister <extra_id_1>
772,8654,2019,<extra_id_0> is the head of the government of Ithaca.,<extra_id_0> Svante Myrick <extra_id_1>
773,8659,2019,<extra_id_0> is the head of the government of Alexandria.,<extra_id_0> Justin Wilson <extra_id_1>
774,8668,2019,<extra_id_0> is the head of the government of Transnistria.,<extra_id_0> Alexander Wladimirowitsch Martynow <extra_id_1>
775,8672,2019,<extra_id_0> is the head of the government of Tehran.,<extra_id_0> Mohammad Ali Afshani <extra_id_1>
776,8676,2019,<extra_id_0> is the head of the government of Nagaland.,<extra_id_0> T. R. Zeliang <extra_id_1>
777,8686,2019,<extra_id_0> is the head of the government of Portland.,<extra_id_0> Ethan Strimling <extra_id_1>
778,8697,2019,<extra_id_0> is the head of the government of Community of Valencia.,<extra_id_0> Ximo Puig <extra_id_1>
779,8708,2019,<extra_id_0> is the head of the government of The Hague.,<extra_id_0> Johan Remkes <extra_id_1>
780,8719,2019,<extra_id_0> is the head of the government of Batangas.,<extra_id_0> Hermilando Mandanas <extra_id_1>
781,8725,2019,<extra_id_0> is the head of the government of United States Virgin Islands.,<extra_id_0> Kenneth Mapp <extra_id_1>
782,8736,2019,<extra_id_0> is the head of the government of Campania.,<extra_id_0> Vincenzo De Luca <extra_id_1>
783,8741,2019,<extra_id_0> is the head of the government of Charlottesville.,<extra_id_0> Nikuyah Walker <extra_id_1>
784,8752,2019,<extra_id_0> is the head of the government of Navarre.,<extra_id_0> María Chivite <extra_id_1>
785,8758,2019,<extra_id_0> is the head of the government of Togo.,<extra_id_0> Komi Klassou <extra_id_1>
786,8769,2019,<extra_id_0> is the head of the government of Okinawa Prefecture.,<extra_id_0> Denny Tamaki <extra_id_1>
787,8780,2019,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Yang Cheng-wu <extra_id_1>
788,8798,2019,<extra_id_0> is the head of the government of British Virgin Islands.,<extra_id_0> Orlando Smith <extra_id_1>
789,8809,2019,<extra_id_0> is the head of the government of Guadeloupe.,<extra_id_0> Ary Chalus <extra_id_1>
790,8812,2019,<extra_id_0> is the head of the government of Guinea-Bissau.,<extra_id_0> Aristides Gomes <extra_id_1>
791,8823,2019,<extra_id_0> is the head of the government of Chișinău.,<extra_id_0> Andrei Năstase <extra_id_1>
792,8834,2019,<extra_id_0> is the head of the government of Emilia-Romagna.,<extra_id_0> Stefano Bonaccini <extra_id_1>
793,8845,2019,<extra_id_0> is the head of the government of Western Cape.,<extra_id_0> Alan Winde <extra_id_1>
794,8865,2019,<extra_id_0> is the head of the government of Saarbrücken.,<extra_id_0> Charlotte Britz <extra_id_1>
795,8876,2019,<extra_id_0> is the head of the government of Baden-Württemberg.,<extra_id_0> Winfried Kretschmann <extra_id_1>
796,8887,2019,<extra_id_0> is the head of the government of Niigata Prefecture.,<extra_id_0> Hideyo Hanazumi <extra_id_1>
797,8898,2019,<extra_id_0> is the head of the government of Saarland.,<extra_id_0> Tobias Hans <extra_id_1>
798,8909,2019,<extra_id_0> is the head of the government of Province of Buenos Aires.,<extra_id_0> María Eugenia Vidal <extra_id_1>
799,8920,2019,<extra_id_0> is the head of the government of Brandenburg.,<extra_id_0> Dietmar Woidke <extra_id_1>
800,8931,2019,<extra_id_0> is the head of the government of Varese.,<extra_id_0> Davide Galimberti <extra_id_1>
801,8937,2019,<extra_id_0> is the head of the government of Federated States of Micronesia.,<extra_id_0> Peter M. Christian <extra_id_1>
802,8948,2019,<extra_id_0> is the head of the government of Pescara.,<extra_id_0> Marco Alessandrini <extra_id_1>
803,8959,2019,<extra_id_0> is the head of the government of Saratov Oblast.,<extra_id_0> Valery Radayev <extra_id_1>
804,8980,2019,<extra_id_0> is the head of the government of Piedmont.,<extra_id_0> Sergio Chiamparino <extra_id_1>
805,8991,2019,<extra_id_0> is the head of the government of Kyōto Prefecture.,<extra_id_0> Takatoshi Nishiwaki <extra_id_1>
806,9002,2019,<extra_id_0> is the head of the government of Sahrawi Arab Democratic Republic.,<extra_id_0> Mohamed Wali Akeik <extra_id_1>
807,9013,2019,<extra_id_0> is the head of the government of Chaco Province.,<extra_id_0> Domingo Peppo <extra_id_1>
808,9024,2019,<extra_id_0> is the head of the government of Le Mans.,<extra_id_0> Stéphane Le Foll <extra_id_1>
809,9040,2019,<extra_id_0> is the head of the government of Changhua County.,<extra_id_0> Wang Huei-mei <extra_id_1>
810,9051,2019,<extra_id_0> is the head of the government of Limpopo.,<extra_id_0> Stanley Mathabatha <extra_id_1>
811,9062,2019,<extra_id_0> is the head of the government of Amsterdam.,<extra_id_0> Femke Halsema <extra_id_1>
812,9073,2019,<extra_id_0> is the head of the government of Ilocos Norte.,<extra_id_0> Matthew Manotoc <extra_id_1>
813,9082,2019,<extra_id_0> is the head of the government of Skåne County.,<extra_id_0> Anneli Hulthén <extra_id_1>
814,9101,2019,<extra_id_0> is the head of the government of Hsinchu County.,<extra_id_0> Yang Wen-ke <extra_id_1>
815,9112,2019,<extra_id_0> is the head of the government of Vesthimmerland Municipality.,<extra_id_0> Per Bach Laursen <extra_id_1>
816,9123,2019,<extra_id_0> is the head of the government of Budapest District IV.,<extra_id_0> Tibor Déri <extra_id_1>
817,9134,2019,<extra_id_0> is the head of the government of Municipality of Thessaloniki.,<extra_id_0> Yannis Boutaris <extra_id_1>
818,9142,2019,<extra_id_0> is the head of the government of Montpellier Méditerranée Métropole.,<extra_id_0> Philippe Saurel <extra_id_1>
819,9153,2019,<extra_id_0> is the head of the government of Budapest District I.,<extra_id_0> Gábor Tamás Nagy <extra_id_1>
820,9163,2019,<extra_id_0> is the head of the government of Urban Community of Nantes Métropole.,<extra_id_0> Johanna Rolland <extra_id_1>
821,9174,2019,<extra_id_0> is the head of the government of Sector 5.,<extra_id_0> Daniel Florea <extra_id_1>
822,9185,2019,<extra_id_0> is the head coach of Philadelphia Eagles.,<extra_id_0> Doug Pederson <extra_id_1>
823,9192,2019,<extra_id_0> is the head coach of Washington Football Team.,<extra_id_0> Jay Gruden <extra_id_1>
824,9201,2019,<extra_id_0> is the head coach of Los Angeles Rams.,<extra_id_0> Sean McVay <extra_id_1>
825,9206,2019,<extra_id_0> is the head coach of Lechia Gdańsk.,<extra_id_0> Piotr Stokowiec <extra_id_1>
826,9217,2019,<extra_id_0> is the head coach of Ineos Grenadier.,<extra_id_0> Servais Knaven <extra_id_1>
827,9227,2019,<extra_id_0> is the head coach of FC Barcelona.,<extra_id_0> Ernesto Valverde <extra_id_1>
828,9232,2019,<extra_id_0> is the head coach of Blackpool F.C..,<extra_id_0> Terry McPhillips <extra_id_1>
829,9236,2019,<extra_id_0> is the head coach of San Jose Earthquakes.,<extra_id_0> Matías Almeyda <extra_id_1>
830,9241,2019,<extra_id_0> is the head coach of Bolton Wanderers F.C..,<extra_id_0> Phil Parkinson <extra_id_1>
831,9246,2019,<extra_id_0> is the head coach of FK Budućnost Podgorica.,<extra_id_0> Mladen Milinković <extra_id_1>
832,9250,2019,<extra_id_0> is the head coach of FC Schalke 04.,<extra_id_0> Domenico Tedesco <extra_id_1>
833,9253,2019,<extra_id_0> is the head coach of Stoke City F.C..,<extra_id_0> Michael O'Neill <extra_id_1>
834,9260,2019,<extra_id_0> is the head coach of Aston Villa F.C..,<extra_id_0> Dean Smith <extra_id_1>
835,9265,2019,<extra_id_0> is the head coach of KF Tirana.,<extra_id_0> Ardian Mema <extra_id_1>
836,9269,2019,<extra_id_0> is the head coach of Palermo FC.,<extra_id_0> Rosario Pergolizzi <extra_id_1>
837,9280,2019,<extra_id_0> is the head coach of SC Oțelul Galați.,<extra_id_0> Tudorel Pelin <extra_id_1>
838,9285,2019,<extra_id_0> is the head coach of Malmö FF.,<extra_id_0> Uwe Rösler <extra_id_1>
839,9291,2019,<extra_id_0> is the head coach of Spartak Moscow.,<extra_id_0> Oleg Kononov <extra_id_1>
840,9302,2019,<extra_id_0> is the head coach of New York Liberty.,<extra_id_0> Katie Smith <extra_id_1>
841,9312,2019,<extra_id_0> is the head coach of Paris Saint-Germain.,<extra_id_0> Thomas Tuchel <extra_id_1>
842,9323,2019,<extra_id_0> is the head coach of FC Petrolul Ploiești.,<extra_id_0> Mugurel Cornățeanu <extra_id_1>
843,9332,2019,<extra_id_0> is the head coach of FC Steaua București.,<extra_id_0> Bogdan Vintilă <extra_id_1>
844,9343,2019,<extra_id_0> is the head coach of Louisville Cardinals men's basketball.,<extra_id_0> Chris Mack <extra_id_1>
845,9345,2019,<extra_id_0> is the head coach of NAC Breda.,<extra_id_0> Ruud Brood <extra_id_1>
846,9356,2019,<extra_id_0> is the head coach of Philadelphia Union.,<extra_id_0> Jim Curtin <extra_id_1>
847,9363,2019,<extra_id_0> is the head coach of Örebro SK.,<extra_id_0> Axel Kjäll <extra_id_1>
848,9373,2019,<extra_id_0> is the head coach of Molde FK.,<extra_id_0> Erling Moe <extra_id_1>
849,9384,2019,<extra_id_0> is the head coach of Galatasaray S.K..,<extra_id_0> Fatih Terim <extra_id_1>
850,9390,2019,<extra_id_0> is the head coach of Huddersfield Town A.F.C..,<extra_id_0> Danny Cowley <extra_id_1>
851,9399,2019,<extra_id_0> is the head coach of Motherwell F.C..,<extra_id_0> Steve Robinson <extra_id_1>
852,9404,2019,<extra_id_0> is the head coach of Flamurtari Vlorë.,<extra_id_0> Ilir Daja <extra_id_1>
853,9413,2019,<extra_id_0> is the head coach of AFC Bournemouth.,<extra_id_0> Eddie Howe <extra_id_1>
854,9417,2019,<extra_id_0> is the head coach of KF Skënderbeu Korçë.,<extra_id_0> Ilir Daja <extra_id_1>
855,9428,2019,<extra_id_0> is the head coach of Hammarby Fotboll.,<extra_id_0> Stefan Billborn <extra_id_1>
856,9431,2019,<extra_id_0> is the head coach of Apollon Smyrna F.C..,<extra_id_0> Babis Tennes <extra_id_1>
857,9438,2019,<extra_id_0> is the head coach of Morocco national football team.,<extra_id_0> Vahid Halilhodžić <extra_id_1>
858,9446,2019,<extra_id_0> is the head coach of MŠK Žilina.,<extra_id_0> Jaroslav Kentoš <extra_id_1>
859,9450,2019,<extra_id_0> is the head coach of Frosinone Calcio.,<extra_id_0> Marco Baroni <extra_id_1>
860,9459,2019,<extra_id_0> is the head coach of Unione Sportiva Lecce.,<extra_id_0> Fabio Liverani <extra_id_1>
861,9466,2019,<extra_id_0> is the head coach of Greenock Morton F.C..,<extra_id_0> Jonatan Johansson <extra_id_1>
862,9471,2019,<extra_id_0> is the head coach of FK Vardar.,<extra_id_0> Aleksandar Vasoski <extra_id_1>
863,9476,2019,<extra_id_0> is the head coach of AC Omonia.,<extra_id_0> Yannis Anastasiou <extra_id_1>
864,9485,2019,<extra_id_0> is the head coach of SC Bastia.,<extra_id_0> Stéphane Rossi <extra_id_1>
865,9496,2019,<extra_id_0> is the head coach of Penn FC.,<extra_id_0> Raoul Voss <extra_id_1>
866,9501,2019,<extra_id_0> is the head coach of KS Vllaznia Shkodër.,<extra_id_0> Hasan Lika <extra_id_1>
867,9507,2019,<extra_id_0> is the head coach of HŠK Zrinjski Mostar.,<extra_id_0> Mladen Žižović <extra_id_1>
868,9515,2019,<extra_id_0> is the head coach of Helsingin Jalkapalloklubi.,<extra_id_0> Toni Koskela <extra_id_1>
869,9519,2019,<extra_id_0> is the head coach of VfL Bochum.,<extra_id_0> Robin Dutt <extra_id_1>
870,9530,2019,<extra_id_0> is the head coach of Gap Connah's Quay F.C..,<extra_id_0> Andy Morrison <extra_id_1>
871,9532,2019,<extra_id_0> is the head coach of Chamois Niortais F.C..,<extra_id_0> Pascal Plancque <extra_id_1>
872,9539,2019,<extra_id_0> is the head coach of K.R.C. Genk.,<extra_id_0> Hannes Wolf <extra_id_1>
873,9543,2019,<extra_id_0> is the head coach of FC Kairat.,<extra_id_0> Aleksey Shpilevsky <extra_id_1>
874,9549,2019,<extra_id_0> is the head coach of FC Academica Clinceni.,<extra_id_0> Ilie Poenaru <extra_id_1>
875,9560,2019,<extra_id_0> is the head coach of Atalanta B.C..,<extra_id_0> Gian Piero Gasperini <extra_id_1>
876,9571,2019,<extra_id_0> is the head coach of FCU Craiova 1948.,<extra_id_0> Nicolò Napoli <extra_id_1>
877,9577,2019,<extra_id_0> is the head coach of RCD Espanyol de Barcelona.,<extra_id_0> Joan Francesc Ferrer Sicilia <extra_id_1>
878,9580,2019,<extra_id_0> is the head coach of Grasshopper Club Zürich.,<extra_id_0> Uli Forte <extra_id_1>
879,9585,2019,<extra_id_0> is the head coach of A.C. ChievoVerona.,<extra_id_0> Domenico Di Carlo <extra_id_1>
880,9596,2019,<extra_id_0> is the head coach of PFC CSKA Moscow.,<extra_id_0> Viktor Goncharenko <extra_id_1>
881,9601,2019,<extra_id_0> is the head coach of FK Kukësi.,<extra_id_0> Armando Cungu <extra_id_1>
882,9605,2019,<extra_id_0> is the head coach of NK Osijek.,<extra_id_0> Ivica Kulešević <extra_id_1>
883,9614,2019,<extra_id_0> is the head coach of B36 Tórshavn.,<extra_id_0> Jákup á Borg <extra_id_1>
884,9621,2019,<extra_id_0> is the head coach of KV Mechelen.,<extra_id_0> Wouter Vrancken <extra_id_1>
885,9624,2019,<extra_id_0> is the head coach of OFC Etar Veliko Tarnovo.,<extra_id_0> Krasimir Balakov <extra_id_1>
886,9631,2019,<extra_id_0> is the head coach of Società Polisportiva Ars et Labor.,<extra_id_0> Leonardo Semplici <extra_id_1>
887,9635,2019,<extra_id_0> is the head coach of Kalmar FF.,<extra_id_0> Magnus Pehrsson <extra_id_1>
888,9641,2019,<extra_id_0> is the head coach of Śląsk Wrocław.,<extra_id_0> Vítězslav Lavička <extra_id_1>
889,9643,2019,<extra_id_0> is the head coach of VVV-Venlo.,<extra_id_0> Hans de Koning <extra_id_1>
890,9646,2019,<extra_id_0> is the head coach of A.S. Nancy-Lorraine.,<extra_id_0> Jean-Louis Garcia <extra_id_1>
891,9650,2019,<extra_id_0> is the head coach of Real Oviedo.,<extra_id_0> Javi Rozada <extra_id_1>
892,9658,2019,<extra_id_0> is the head coach of Brentford F.C..,<extra_id_0> Thomas Frank <extra_id_1>
893,9665,2019,<extra_id_0> is the head coach of Cowdenbeath F.C..,<extra_id_0> Gary Bollan <extra_id_1>
894,9672,2019,<extra_id_0> is the head coach of FC Rostov.,<extra_id_0> Valeri Karpin <extra_id_1>
895,9681,2019,<extra_id_0> is the head coach of EF Pro Cycling.,<extra_id_0> Andreas Klier <extra_id_1>
896,9687,2019,<extra_id_0> is the head coach of Pogoń Szczecin.,<extra_id_0> Kosta Runjaić <extra_id_1>
897,9700,2019,<extra_id_0> is the head coach of Deceuninck-Quick-Step.,<extra_id_0> Brian Holm <extra_id_1>
898,9708,2019,<extra_id_0> is the head coach of L.A.S.K. Linz.,<extra_id_0> Oliver Glasner <extra_id_1>
899,9718,2019,<extra_id_0> is the head coach of Östersunds FK.,<extra_id_0> Ian Burchnall <extra_id_1>
900,9721,2019,<extra_id_0> is the head coach of Aerostar Bacău.,<extra_id_0> Florin Bratu <extra_id_1>
901,9724,2019,<extra_id_0> is the head coach of Neftchi Baku PFC.,<extra_id_0> Roberto Bordin <extra_id_1>
902,9729,2019,<extra_id_0> is the head coach of F.C. Nantes.,<extra_id_0> Christian Gourcuff <extra_id_1>
903,9740,2019,<extra_id_0> is the head coach of SV Waldhof Mannheim.,<extra_id_0> Bernhard Trares <extra_id_1>
904,9751,2019,<extra_id_0> is the head coach of Belarus national football team.,<extra_id_0> Igor Kriushenko <extra_id_1>
905,9755,2019,<extra_id_0> is the head coach of Lyngby Boldklub.,<extra_id_0> Christian Nielsen <extra_id_1>
906,9763,2019,<extra_id_0> is the head coach of CSM Politehnica Iași.,<extra_id_0> Mihai Teja <extra_id_1>
907,9769,2019,<extra_id_0> is the head coach of Silkeborg IF.,<extra_id_0> Michael Hansen <extra_id_1>
908,9779,2019,<extra_id_0> is the head coach of Novo Nordisk.,<extra_id_0> Massimo Podenzana <extra_id_1>
909,9789,2019,<extra_id_0> is the head coach of A.C. Pisa 1909.,<extra_id_0> Luca D'Angelo <extra_id_1>
910,9792,2019,<extra_id_0> is the head coach of Rio Ave F.C..,<extra_id_0> Carlos Carvalhal <extra_id_1>
911,9808,2019,<extra_id_0> is the head coach of FC Aarau.,<extra_id_0> Sven Christ <extra_id_1>
912,9811,2019,<extra_id_0> is the head coach of IK Start.,<extra_id_0> Kjetil Rekdal <extra_id_1>
913,9817,2019,<extra_id_0> is the head coach of NTT Pro Cycling Team.,<extra_id_0> Roger Hammond <extra_id_1>
914,9823,2019,<extra_id_0> is the head coach of FC Urartu.,<extra_id_0> Aleksandr Grigoryan <extra_id_1>
915,9826,2019,<extra_id_0> is the head coach of Szombathelyi Haladás.,<extra_id_0> János Mátyus <extra_id_1>
916,9830,2019,<extra_id_0> is the head coach of SK Sigma Olomouc.,<extra_id_0> Radoslav Látal <extra_id_1>
917,9841,2019,<extra_id_0> is the head coach of FC Slutsk.,<extra_id_0> Vitaliy Pavlov <extra_id_1>
918,9845,2019,<extra_id_0> is the head coach of SC Dnipro-1.,<extra_id_0> Dmytro Mykhaylenko <extra_id_1>
919,9856,2019,<extra_id_0> is the head coach of Gimnàstic de Tarragona.,<extra_id_0> Enrique Martín Monreal <extra_id_1>
920,9865,2019,<extra_id_0> is the head coach of Aalesunds FK.,<extra_id_0> Lars Bohinen <extra_id_1>
921,9868,2019,<extra_id_0> is the head coach of FK Dečić.,<extra_id_0> Derviš Hadžiosmanović <extra_id_1>
922,9881,2019,<extra_id_0> is the head coach of Wolfsberger AC.,<extra_id_0> Ferdinand Feldhofer <extra_id_1>
923,9889,2019,<extra_id_0> is the head coach of Clube Desportivo das Aves.,<extra_id_0> Nuno Manta Santos <extra_id_1>
924,9899,2019,<extra_id_0> is the head coach of SV Wacker Burghausen.,<extra_id_0> Uwe Wolf <extra_id_1>
925,9910,2019,<extra_id_0> is the head coach of Florida Gators women's basketball.,<extra_id_0> Cameron Newbauer <extra_id_1>
926,9913,2019,<extra_id_0> is the head coach of HNK Gorica.,<extra_id_0> Sergej Jakirović <extra_id_1>
927,9915,2019,<extra_id_0> is the head coach of FC Rukh Lviv.,<extra_id_0> Leonid Kuchuk <extra_id_1>
928,9926,2019,<extra_id_0> is the head coach of FC Viitorul Constanța.,<extra_id_0> Gheorghe Hagi <extra_id_1>
929,9931,2019,<extra_id_0> is the head coach of FC Minsk.,<extra_id_0> Andrey Razin <extra_id_1>
930,9934,2019,<extra_id_0> is the head coach of Turris-Oltul Turnu Măgurele.,<extra_id_0> Florin Bratu <extra_id_1>
931,9937,2019,<extra_id_0> is the head coach of FC ViOn Zlaté Moravce.,<extra_id_0> Karol Praženica <extra_id_1>
932,9941,2019,<extra_id_0> is the head coach of MFK Karviná.,<extra_id_0> Juraj Jarábek <extra_id_1>
933,9951,2019,<extra_id_0> is the head coach of FC Neman Grodno.,<extra_id_0> Igor Kovalevich <extra_id_1>
934,9961,2019,<extra_id_0> is the head coach of CF Fuenlabrada.,<extra_id_0> Baldomero Hermoso Herrera <extra_id_1>
935,9975,2019,<extra_id_0> is the head coach of FC Slavia-Mozyr.,<extra_id_0> Mihail Martsinovich <extra_id_1>
936,9978,2019,<extra_id_0> is the head coach of Kisvárda FC.,<extra_id_0> Vasile Miriuță <extra_id_1>
937,9984,2019,<extra_id_0> is the head coach of FC Voluntari.,<extra_id_0> Cristiano Bergodi <extra_id_1>
938,9987,2019,<extra_id_0> is the head coach of Vital Concept.,<extra_id_0> Didier Rous <extra_id_1>
939,9990,2019,<extra_id_0> is the head coach of FK Spartaks Jūrmala.,<extra_id_0> Tomas Ražanauskas <extra_id_1>
940,9995,2019,<extra_id_0> is the head coach of FC Orsha.,<extra_id_0> Sergey Vekhtev <extra_id_1>
941,10000,2019,<extra_id_0> is the head coach of Royal Excel Mouscron.,<extra_id_0> Bernd Hollerbach <extra_id_1>
942,10005,2019,<extra_id_0> is the head coach of NK Domžale.,<extra_id_0> Simon Rožman <extra_id_1>
943,10011,2019,<extra_id_0> is the head coach of SEG Racing Academy.,<extra_id_0> Michiel Elijzen <extra_id_1>
944,10019,2019,<extra_id_0> is the head coach of Thespakusatsu Gunma.,<extra_id_0> Keiichiro Nuno <extra_id_1>
945,10022,2019,<extra_id_0> is the head coach of FK Radnik Surdulica.,<extra_id_0> Simo Krunić <extra_id_1>
946,10029,2019,<extra_id_0> is the head coach of FC Lida.,<extra_id_0> Vyacheslav Geraschenko <extra_id_1>
947,10038,2019,<extra_id_0> is the head coach of WB Veranclassic Aqua Protect.,<extra_id_0> Olivier Kaisen <extra_id_1>
948,10041,2019,<extra_id_0> is the head coach of PFC Kuban Krasnodar.,<extra_id_0> Nikolai Pisarev <extra_id_1>
949,10049,2019,<extra_id_0> is the head coach of FC Smolevichi.,<extra_id_0> Aleksandr Brazevich <extra_id_1>
950,10059,2019,<extra_id_0> is the head coach of FC Naftan Novopolotsk.,<extra_id_0> Taras Chopik <extra_id_1>
951,10063,2019,<extra_id_0> is the head coach of Bahrain-McLaren.,<extra_id_0> Tristan Hoffman <extra_id_1>
952,10069,2019,<extra_id_0> is the head coach of ERA-Circus.,<extra_id_0> Marc Janssens <extra_id_1>
953,10078,2019,<extra_id_0> is the head coach of FK RFS.,<extra_id_0> Valdas Dambrauskas <extra_id_1>
954,10081,2019,<extra_id_0> is the head coach of FC Rapid 1923.,<extra_id_0> Daniel Pancu <extra_id_1>
955,10100,2019,Charlotte Hornets is owned by <extra_id_0>.,<extra_id_0> Michael Jordan <extra_id_1>
956,10111,2019,Nordland Line is owned by <extra_id_0>.,<extra_id_0> Bane NOR <extra_id_1>
957,10122,2019,Phase 10 is owned by <extra_id_0>.,<extra_id_0> Mattel <extra_id_1>
958,10133,2019,Flåm Line is owned by <extra_id_0>.,<extra_id_0> Bane NOR <extra_id_1>
959,10144,2019,Bergen Line is owned by <extra_id_0>.,<extra_id_0> Bane NOR <extra_id_1>
960,10160,2019,Rover is owned by <extra_id_0>.,<extra_id_0> Jaguar Land Rover <extra_id_1>
961,10171,2019,Wind River Systems is owned by <extra_id_0>.,<extra_id_0> TPG Capital <extra_id_1>
962,10182,2019,Stratolaunch Systems is owned by <extra_id_0>.,<extra_id_0> Vulcan Inc. <extra_id_1>
963,10193,2019,Rauma Line is owned by <extra_id_0>.,<extra_id_0> Bane NOR <extra_id_1>
964,10204,2019,Yokohama DeNA BayStars is owned by <extra_id_0>.,<extra_id_0> DeNA <extra_id_1>
965,10215,2019,Rosewood Hotel Group is owned by <extra_id_0>.,<extra_id_0> Chow Tai Fook <extra_id_1>
966,10226,2019,Lanai is owned by <extra_id_0>.,<extra_id_0> Larry Ellison <extra_id_1>
967,10237,2019,Eurosport is owned by <extra_id_0>.,<extra_id_0> Discovery Inc. <extra_id_1>
968,10248,2019,Havas is owned by <extra_id_0>.,<extra_id_0> Vivendi <extra_id_1>
969,10252,2019,Dimension Films is owned by <extra_id_0>.,<extra_id_0> Lantern Entertainment <extra_id_1>
970,10257,2019,i is owned by <extra_id_0>.,<extra_id_0> Daily Mail and General Trust <extra_id_1>
971,10268,2019,Rizzoli Libri is owned by <extra_id_0>.,<extra_id_0> Arnoldo Mondadori Editore <extra_id_1>
972,10283,2019,Boston Dynamics is owned by <extra_id_0>.,<extra_id_0> SoftBank <extra_id_1>
973,10294,2019,Tanimachi Line is owned by <extra_id_0>.,<extra_id_0> Osaka Metro <extra_id_1>
974,10305,2019,Ruptly is owned by <extra_id_0>.,<extra_id_0> Rossiya Segodnya <extra_id_1>
975,10314,2019,Stade Pierre-Mauroy is owned by <extra_id_0>.,<extra_id_0> Eiffage <extra_id_1>
976,10325,2019,The Free Lance–Star is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
977,10336,2019,Place Ville Marie is owned by <extra_id_0>.,<extra_id_0> Ivanhoe Cambridge <extra_id_1>
978,10348,2019,Duracell is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
979,10359,2019,Westfield Wheaton is owned by <extra_id_0>.,<extra_id_0> Unibail Rodamco Westfield <extra_id_1>
980,10370,2019,Hero is owned by <extra_id_0>.,<extra_id_0> ABS-CBN Digital Media <extra_id_1>
981,10381,2019,Thawte Consulting is owned by <extra_id_0>.,<extra_id_0> NortonLifeLock <extra_id_1>
982,10392,2019,Viasat is owned by <extra_id_0>.,<extra_id_0> Nordic Entertainment Group <extra_id_1>
983,10403,2019,Dovre Line is owned by <extra_id_0>.,<extra_id_0> Bane NOR <extra_id_1>
984,10414,2019,Fox Entertainment Group is owned by <extra_id_0>.,<extra_id_0> 21st Century Fox <extra_id_1>
985,10425,2019,RV Melville is owned by <extra_id_0>.,<extra_id_0> Philippine Navy <extra_id_1>
986,10436,2019,Stadio Friuli is owned by <extra_id_0>.,<extra_id_0> Udinese Calcio <extra_id_1>
987,10446,2019,Nordic Regional Airlines is owned by <extra_id_0>.,<extra_id_0> Finnair <extra_id_1>
988,10457,2019,TechCrunch is owned by <extra_id_0>.,<extra_id_0> Verizon Media <extra_id_1>
989,10468,2019,Boy and Dog in a Johnnypump is owned by <extra_id_0>.,<extra_id_0> Peter M. Brant <extra_id_1>
990,10485,2019,Hilton Athens is owned by <extra_id_0>.,<extra_id_0> Doğuş Holding <extra_id_1>
991,10496,2019,BlaBlaBus is owned by <extra_id_0>.,<extra_id_0> SNCF <extra_id_1>
992,10507,2019,Rauma shipyard is owned by <extra_id_0>.,<extra_id_0> Rauma <extra_id_1>
993,10518,2019,PanAmericano is owned by <extra_id_0>.,<extra_id_0> BTG Pactual <extra_id_1>
